"Gainesville, FL",9.571428571428571
"Richmond, VA",11.339622641509434
"Tucson, AZ",1.3934426229508197
"Ontario, CA",1.8970588235294117
"Myrtle Beach, SC",10.75
"Medford, OR",-3.6666666666666665
"Palm Springs, CA",-2.2903225806451615
"Redding, CA",-5.5
"Durango, CO",-6.111111111111111
"Corpus Christi, TX",3.9583333333333335
"Mobile, AL",7.15
"Dubuque, IA",-3.6666666666666665
"Pensacola, FL",6.741935483870968
"Fort Myers, FL",17.273972602739725
"Huntsville, AL",-1.84375
"Columbus, GA",11.833333333333334
"Pasco/Kennewick/Richland, WA",0.9
"Springfield, IL",-3.6
"Aspen, CO",-7.0
"San Juan, PR",13.08695652173913
"Montrose/Delta, CO",-3.3333333333333335
"Cedar City, UT",1.5
"Lihue, HI",-1.4827586206896552
"Fort Smith, AR",-5.0
"Lewisburg, WV",-4.5
"Reno, NV",0.4166666666666667
"Harlingen/San Benito, TX",-0.13333333333333333
"Columbus, OH",10.52808988764045
"Honolulu, HI",-1.894736842105263
"Bakersfield, CA",6.888888888888889
"Crescent City, CA",-2.0
"Tyler, TX",7.5
"Burlington, VT",9.333333333333334
"Norfolk, VA",11.604166666666666
"Laredo, TX",-2.5
"Baton Rouge, LA",11.296296296296296
"Roswell, NM",-8.666666666666666
"Dayton, OH",1.4871794871794872
"Bismarck/Mandan, ND",-2.4545454545454546
"Hilo, HI",-3.85
"Minot, ND",-4.0
"Cleveland, OH",11.72121212121212
"Augusta, GA",-1.1666666666666667
"Sioux Falls, SD",-4.05
"Bend/Redmond, OR",3.375
"Louisville, KY",20.941176470588236
"Kansas City, MO",14.291666666666666
"Yakutat, AK",-24.5
"Missoula, MT",4.111111111111111
"Cincinnati, OH",13.785714285714286
"Akron, OH",9.090909090909092
"Las Vegas, NV",5.894865525672372
"Sacramento, CA",5.894308943089431
"Barrow, AK",37.0
"Charleston, SC",28.305555555555557
"Atlanta, GA",12.382924767540151
"El Centro, CA",4.5
"Charlottesville, VA",25.666666666666668
"Lexington, KY",7.846153846153846
"Juneau, AK",28.181818181818183
"Elko, NV",-6.25
"Peoria, IL",4.5
"Albany, GA",-3.6666666666666665
"San Angelo, TX",-8.0
"Seattle, WA",1.349264705882353
"Longview, TX",0.0
"Lincoln, NE",-3.888888888888889
"Anchorage, AK",1.0454545454545454
"Grand Junction, CO",-2.875
"Nome, AK",12.0
"Tulsa, OK",3.6271186440677967
"Des Moines, IA",-0.9736842105263158
"Boston, MA",18.13134328358209
"Cheyenne, WY",26.5
"Milwaukee, WI",8.232
"New Bern/Morehead/Beaufort, NC",29.666666666666668
"Greer, SC",16.333333333333332
"Houston, TX",6.30246020260492
"Fargo, ND",3.25
"Deadhorse, AK",3.5
"Helena, MT",2.0
"Harrisburg, PA",-1.6
"Santa Fe, NM",-5.333333333333333
"Twin Falls, ID",-0.75
"Bethel, AK",14.333333333333334
"Daytona Beach, FL",29.25
"Sun Valley/Hailey/Ketchum, ID",1.4
"North Bend/Coos Bay, OR",31.5
"Midland/Odessa, TX",-2.0
"Kalispell, MT",-6.666666666666667
"Grand Forks, ND",-3.142857142857143
"Aguadilla, PR",-3.0
"Great Falls, MT",-5.8
"Nashville, TN",16.611464968152866
"Hartford, CT",2.409090909090909
"San Francisco, CA",4.918158567774936
"Kahului, HI",-0.9814814814814815
"Manchester, NH",7.131578947368421
"Los Angeles, CA",2.3160714285714286
"Lubbock, TX",0.0
"Saginaw/Bay City/Midland, MI",-7.416666666666667
"La Crosse, WI",-5.75
"Carlsbad, CA",-1.6666666666666667
"Dallas, TX",11.367647058823529
"San Jose, CA",1.565217391304348
"Tunica, MS",-8.0
"Killeen, TX",-5.818181818181818
"Marquette, MI",-1.75
"Monroe, LA",-1.75
"Knoxville, TN",8.179487179487179
"Fort Lauderdale, FL",20.21383647798742
"Bangor, ME",-5.0
"El Paso, TX",5.725806451612903
"Spokane, WA",-3.4210526315789473
"Syracuse, NY",37.41379310344828
"Evansville, IN",-4.5
"Fayetteville, NC",9.0
"Flagstaff, AZ",4.714285714285714
"Eagle, CO",-5.0
"San Diego, CA",3.0930232558139537
"Chicago, IL",9.792883211678832
"Dothan, AL",14.25
"Detroit, MI",8.103070175438596
"Portland, ME",-2.8666666666666667
"Grand Rapids, MI",8.38888888888889
"Champaign/Urbana, IL",-5.666666666666667
"Toledo, OH",6.666666666666667
"Gillette, WY",2.75
"Charlotte, NC",12.632911392405063
"Christiansted, VI",-7.0
"Valparaiso, FL",-0.9545454545454546
"St. Louis, MO",11.208092485549132
"Monterey, CA",6.428571428571429
"Green Bay, WI",8.375
"Washington, DC",5.23956043956044
"Islip, NY",14.523809523809524
"Ithaca/Cortland, NY",0.6666666666666666
"Petersburg, AK",34.5
"Cody, WY",-5.333333333333333
"Traverse City, MI",-2.5
"Amarillo, TX",-0.2857142857142857
"Minneapolis, MN",7.997267759562842
"Raleigh/Durham, NC",15.094594594594595
"Bozeman, MT",-5.5
"Eau Claire, WI",-9.333333333333334
"Valdosta, GA",18.666666666666668
"White Plains, NY",11.5
"Charleston/Dunbar, WV",-2.466666666666667
"Brownsville, TX",-8.285714285714286
"Abilene, TX",-3.4285714285714284
"Lynchburg, VA",-0.5
"Newburgh/Poughkeepsie, NY",17.0
"Rock Springs, WY",-9.0
"Klamath Falls, OR",-4.0
"Duluth, MN",-5.111111111111111
"Pittsburgh, PA",11.027777777777779
"Kodiak, AK",-11.0
"Memphis, TN",5.090909090909091
"State College, PA",-8.0
"Pocatello, ID",-7.75
"Texarkana, AR",-6.0
"Rochester, MN",-8.363636363636363
"Albuquerque, NM",5.91578947368421
"Idaho Falls, ID",-6.555555555555555
"South Bend, IN",-0.8571428571428571
"Baltimore, MD",15.847176079734218
"New York, NY",20.471103327495623
"Binghamton, NY",13.333333333333334
"Sitka, AK",99.0
"Santa Maria, CA",0.75
"Oklahoma City, OK",-0.875
"Florence, SC",20.0
"Bloomington/Normal, IL",7.928571428571429
"Omaha, NE",8.565217391304348
"Gunnison, CO",-6.0
"Meridian, MS",14.5
"Lansing, MI",4.1
"Oakland, CA",4.900763358778626
"Chattanooga, TN",3.769230769230769
"Eugene, OR",1.2142857142857142
"Chico, CA",-0.5
"Atlantic City, NJ",-5.5
"Dallas/Fort Worth, TX",5.104
"Tampa, FL",21.47826086956522
"Greensboro/High Point, NC",15.928571428571429
"St. George, UT",-3.5714285714285716
"Jacksonville, FL",14.494505494505495
"Miami, FL",17.10928961748634
"Savannah, GA",23.535714285714285
"Fresno, CA",-2.0303030303030303
"Fairbanks, AK",11.909090909090908
"Jackson, WY",86.75
"Hancock/Houghton, MI",-6.5
"Santa Barbara, CA",0.6785714285714286
"Buffalo, NY",15.472222222222221
"Elmira/Corning, NY",11.0
"Kona, HI",-0.8
"Lafayette, LA",2.8
"Asheville, NC",6.8
"Branson, MO",2.0
"Mosinee, WI",-4.4
"College Station/Bryan, TX",0.0
"Phoenix, AZ",3.320939334637965
"Brunswick, GA",29.666666666666668
"Indianapolis, IN",14.8
"Lake Charles, LA",-6.666666666666667
"Montgomery, AL",-0.3076923076923077
"Ketchikan, AK",22.666666666666668
"Wilmington, NC",9.0
"Lewiston, ID",0.5
"Madison, WI",32.72
"Fayetteville, AR",5.642857142857143
"Columbia, SC",12.76
"Moline, IL",9.277777777777779
"Hayden, CO",16.5
"Newport News/Williamsburg, VA",4.6
"Wrangell, AK",50.5
"Yuma, AZ",3.3636363636363638
"Erie, PA",76.33333333333333
"Modesto, CA",-6.0
"West Palm Beach/Palm Beach, FL",26.892307692307693
"Tallahassee, FL",1.8571428571428572
"Roanoke, VA",23.5
"Ponce, PR",-11.5
"Sarasota/Bradenton, FL",7.8125
"Birmingham, AL",8.5
"Rochester, NY",-0.972972972972973
"Appleton, WI",-3.230769230769231
"Gulfport/Biloxi, MS",-2.3333333333333335
"Providence, RI",15.94915254237288
"Muskegon, MI",-14.333333333333334
"Columbia, MO",8.0
"Melbourne, FL",50.0
"Shreveport, LA",-2.9285714285714284
"Kotzebue, AK",9.0
"Long Beach, CA",-1.394736842105263
"Austin, TX",7.145161290322581
"Portland, OR",4.111888111888112
"Mission/McAllen/Edinburg, TX",-8.384615384615385
"Billings, MT",-2.5
"San Antonio, TX",3.0964912280701755
"Adak Island, AK",-35.0
"Orlando, FL",18.63322884012539
"Santa Ana, CA",1.7049180327868851
"Rapid City, SD",-5.1875
"Alexandria, LA",4.6
"Little Rock, AR",7.321428571428571
"Newark, NJ",41.71826625386997
"Kalamazoo, MI",34.375
"Bristol/Johnson City/Kingsport, TN",15.0
"Casper, WY",1.5
"New Orleans, LA",8.307017543859649
"Ashland, WV",-5.0
"Panama City, FL",15.526315789473685
"Salt Lake City, UT",2.076487252124646
"Wichita, KS",1.088235294117647
"Boise, ID",-1.6511627906976745
"Manhattan/Ft. Riley, KS",-1.0
"Cordova, AK",-18.5
"Jacksonville/Camp Lejeune, NC",1.6
"Allentown/Bethlehem/Easton, PA",0.0
"Denver, CO",6.465288035450517
"Jackson/Vicksburg, MS",3.0294117647058822
"Columbus, MS",-6.0
"Scranton/Wilkes-Barre, PA",-6.0
"Butte, MT",-6.0
"Philadelphia, PA",23.068273092369477
"Charlotte Amalie, VI",-4.6
"Paducah, KY",18.5
"San Luis Obispo, CA",-4.428571428571429
"Bellingham, WA",-7.0
"Flint, MI",1.6428571428571428
"Burbank, CA",1.04
"Arcata/Eureka, CA",38.8
"Fort Wayne, IN",2.230769230769231
"Colorado Springs, CO",-0.02857142857142857
"Key West, FL",82.5
"Inyokern, CA",-7.333333333333333
"Albany, NY",16.848484848484848
"Cedar Rapids/Iowa City, IA",-1.9375
"Springfield, MO",5.75
